kx,black,weak,hot4,early,date,no,yc,lgc,act_balls,dir_hit,ht_hit,ou_hit,lam,dir_txt,act_main,act_away,side,ht_side,rain,rank_gap,inj,off_a,def_a,off_b,def_b,h2h_score
0,0,0,0,0,2026-08-21,001,0,lg-j1,6.0,1,1,,2.3,主胜/平（B级）,4.0,2.0,1.0,1.0,,,,,,,,
1,0,1,0,0,2026-08-21,002,0,lg-j1,2.0,1,1,,2.0,平/胜（C级）,2.0,0.0,1.0,0.0,,,,,,,,
1,0,0,1,1,2026-08-21,003,0,lg-spl,4.0,1,1,,2.6,负/平（B级）,0.0,4.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-21,004,0,lg-fin,3.0,0,0,,2.1,平/胜（B级）,1.0,2.0,2.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-21,005,0,lg-swe,3.0,0,0,,2.8,主胜/平（B级）,0.0,3.0,2.0,2.0,,,,,,,,
1,0,0,1,0,2026-08-21,006,0,lg-spl,1.0,0,0,,2.4,主胜/平（B级）,0.0,1.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-21,009,0,lg-ligue1,4.0,1,1,,2.2,平/胜（B级）,4.0,0.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-21,010,0,lg-eng,3.0,1,1,,2.8000000000000003,主胜（A级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,0,0,0,2026-08-21,011,0,lg-laliga,1.0,1,1,,2.2,平/胜（B级）,1.0,0.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-22,001,0,lg-j1,5.0,1,1,,2.8,主胜/平（B级）,3.0,2.0,1.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-22,003,0,lg-j1,1.0,1,1,,2.2,主胜/平（B级）,1.0,0.0,1.0,0.0,,,,,,,,
1,0,0,0,0,2026-08-22,005,0,lg-k1,1.0,1,1,,2.2,主胜/平（B级）,1.0,0.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-22,006,0,lg-k1,7.0,1,1,,2.3,负/平（B级）,0.0,7.0,2.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-22,007,0,lg-eng,2.0,0,0,,,负（A级）,2.0,0.0,1.0,1.0,,,,,,,,
0,0,0,0,0,2026-08-22,010,0,lg-eng,2.0,1,1,,2.5,主胜/平（B级）,2.0,0.0,1.0,1.0,,,,,,,,
1,0,0,0,0,2026-08-22,011,0,lg-eng,1.0,0,0,,2.6,主胜/平（B级）,0.0,1.0,2.0,0.0,,,1.0,,,,,
0,0,0,0,0,2026-08-22,012,0,lg-eng,3.0,0,0,,2.5,平/负（B级）,2.0,1.0,1.0,0.0,,,,,,,,
1,1,0,0,0,2026-08-22,016,0,lg-laliga,4.0,0,0,,2.5,主胜/平（B级）,1.0,3.0,2.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-22,017,0,lg-ligue1,7.0,1,1,,2.3,主胜（A级）,5.0,2.0,1.0,1.0,,,,,,,,
0,0,0,0,0,2026-08-22,018,0,lg-eng,3.0,1,1,,2.5999999999999996,平/主胜（B级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-22,019,0,lg-sa,2.0,1,0,,2.1,主胜/平（B级）,1.0,1.0,0.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-22,020,0,lg-sa,5.0,1,1,,1.9,主胜（A级）,4.0,1.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-22,021,0,lg-laliga,0.0,1,1,,2.4000000000000004,平/负（B级）,0.0,0.0,0.0,0.0,,,4.0,,,,,
0,0,0,1,0,2026-08-22,022,0,lg-bundes,3.0,1,1,,2.7,负/平（B级）,1.0,2.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-22,023,0,lg-sa,2.0,1,1,,2.1,负/平（B级）,0.0,2.0,2.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-22,024,0,lg-sa,1.0,1,1,,2.2,平/负（B级）,0.0,1.0,2.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-22,025,0,lg-ligue1,0.0,1,1,,2.2,平/主胜（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-22,026,0,lg-ligue1,2.0,1,1,,2.3,负（A级）,0.0,2.0,2.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-22,027,0,lg-laliga,3.0,1,1,,,负（A级）,1.0,2.0,2.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-23,021,0,lg-laliga,1.0,0,0,,2.25,平/负（B级）,1.0,0.0,1.0,0.0,,,,,,,,
1,0,0,0,0,2026-08-23,022,0,lg-sa,3.0,0,0,,2.45,平/主胜（B级）,1.0,2.0,2.0,0.0,,,,,,,,
1,0,1,1,0,2026-08-23,023,0,lg-sa,3.0,0,0,,1.95,平/负（B级）,2.0,1.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-23,024,0,lg-laliga,5.0,1,1,,2.9,负（A级）,0.0,5.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-23,001,0,lg-ered,4.0,1,1,,2.5,主胜（B级）,3.0,1.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-23,002,0,lg-j1,4.0,1,1,,3.5,主胜（B级）,3.0,1.0,1.0,0.0,,,,,,,,
1,1,0,0,0,2026-08-23,003,0,lg-k1,3.0,0,0,,2.35,负（C级）,3.0,0.0,1.0,0.0,,,,,,,,
1,0,0,0,0,2026-08-23,005,0,lg-dfb,3.0,1,1,,2.6500000000000004,负（B级）,1.0,2.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-23,009,0,lg-eng,3.0,1,0,,2.5,主胜/平（B级）,2.0,1.0,1.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-23,010,0,lg-ligue1,2.0,1,1,,2.35,负（B级）,0.0,2.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-23,011,0,lg-dfb,6.0,1,1,,2.85,负（B级）,2.0,4.0,2.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-23,015,0,lg-laliga,4.0,1,1,,2.6,主胜/平（B级）,2.0,2.0,0.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-23,016,0,lg-ligue1,1.0,1,1,,2.15,客胜/平（B级）,0.0,1.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-23,017,0,lg-eng,4.0,0,0,,2.8,负（B级）,2.0,2.0,0.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-23,019,0,lg-sa,2.0,0,0,,2.5999999999999996,主胜/平（B级）,0.0,2.0,2.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-23,018,0,lg-sa,1.0,1,1,,2.7,负（A级）,0.0,1.0,2.0,2.0,,,,,,,,
0,0,1,1,0,2026-08-24,001,0,lg-sa,1.0,0,0,,2.4,主胜/平（B级）,0.0,1.0,2.0,0.0,,,,,,,,
1,0,0,1,0,2026-08-24,002,0,lg-spl,2.0,1,1,,2.75,客胜/平（B级）,0.0,2.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-24,004,0,lg-laliga,0.0,1,1,,2.25,主胜/平（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-24,005,0,lg-spl,5.0,1,1,,2.75,主胜（A级）,3.0,2.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-24,006,0,lg-sa,4.0,1,1,,2.6500000000000004,主胜（A级）,4.0,0.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-24,008,0,lg-eng,5.0,1,1,,2.65,客胜/平（B级）,2.0,3.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-24,010,0,lg-laliga,2.0,1,1,,2.3499999999999996,平/主胜（B级）,1.0,1.0,0.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-24,011,0,lg-bras,5.0,1,1,,2.3,客胜（B级）,2.0,3.0,2.0,2.0,,,,,,,,
1,1,1,1,0,2026-08-25,001,0,lg-k1,0.0,1,1,,,客胜/平（B级）,0.0,0.0,0.0,0.0,,6.0,,,,,,
0,1,1,0,0,2026-08-25,002,0,lg-k1,3.0,0,0,,,主胜/平（B级）,1.0,2.0,2.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-25,003,0,lg-spl,5.0,1,1,,,客胜（A级）,2.0,3.0,2.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-25,004,0,lg-champ,2.0,1,1,,,客胜/平（B级）,1.0,1.0,0.0,0.0,,,,,,,,
0,1,0,0,0,2026-08-25,005,0,lg-uel,5.0,0,0,,,客胜/平（B级）,4.0,1.0,1.0,0.0,,,,,,,,
0,1,0,0,0,2026-08-25,006,0,lg-ucl,3.0,1,1,,,胜（A级）,3.0,0.0,1.0,1.0,,,,,,,,
1,0,1,0,0,2026-08-25,007,0,lg-champ,2.0,1,1,,,客胜/平（B级）,0.0,2.0,2.0,0.0,,,,,,,,
0,1,0,0,0,2026-08-25,008,0,lg-champ,7.0,1,1,,,客胜/平（B级）,1.0,6.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-25,009,0,lg-laliga,1.0,1,1,,,客胜/平（B级）,0.0,1.0,2.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-26,001,0,lg-k1,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-26,002,0,lg-k1,3.0,0,0,,,平/客胜（B级）,2.0,1.0,1.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-26,003,0,lg-champ,6.0,1,1,,,主胜/平（B级）,5.0,1.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-26,004,0,lg-champ,5.0,1,1,,,主胜/平（B级）,3.0,2.0,1.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-26,005,0,lg-ucl,4.0,1,1,,,主胜/平（B级）,4.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-26,006,0,lg-ucl,2.0,1,1,,,客胜/平（B级）,1.0,1.0,0.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-26,007,0,lg-ucl,4.0,0,0,,,客胜/平（B级）,3.0,1.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-26,008,0,lg-ucl,3.0,1,1,,,平/客胜（B级）,1.0,2.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-26,009,0,lg-champ,4.0,1,1,,,客胜/平（B级）,0.0,4.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-26,010,0,lg-laliga,5.0,1,1,,,主胜（A级·置信A°）,4.0,1.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-27,001,0,lg-uel,6.0,0,0,,,负/平（B级）,5.0,1.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-27,002,0,lg-uel,6.0,0,0,,,负/平（B级）,4.0,2.0,1.0,1.0,,,,,,,,
0,1,1,1,0,2026-08-27,003,0,lg-uel,3.0,1,1,,,主胜（B级）,3.0,0.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-27,004,0,lg-uel,4.0,1,1,,,负（A级）,1.0,3.0,2.0,2.0,,,,,,,,
0,1,0,1,0,2026-08-27,005,0,lg-uel,4.0,1,0,,,主胜/平（B级）,4.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-27,006,0,lg-uel,3.0,1,0,,,主胜（B级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-27,007,0,lg-laliga,3.0,0,0,,,主胜/平（B级）,1.0,2.0,2.0,1.0,,,,,,,,
0,0,1,1,0,2026-08-27,008,0,lg-laliga,2.0,1,1,,,主胜（A级）,2.0,0.0,1.0,1.0,,,2.0,,,,,
0,0,1,0,0,2026-08-27,009,0,lg-bras,0.0,1,1,,,主胜/平（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,1,1,0,2026-08-28,003,0,lg-laliga,5.0,1,1,,,主胜/平（B级）,3.0,2.0,1.0,1.0,,,,,,,,
0,1,0,1,0,2026-08-28,004,0,lg-spl,6.0,1,1,,,负（A级）,1.0,5.0,2.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-28,008,0,lg-bundes,6.0,1,1,,,主胜（A级）,5.0,1.0,1.0,1.0,70.0,,,,,,,
0,1,1,1,0,2026-08-28,009,0,lg-sa,2.0,1,1,,,主胜（B级）,2.0,0.0,1.0,0.0,,,,,,,,
0,1,0,0,0,2026-08-28,010,0,lg-ligue1,4.0,1,0,,,负/平（B级）,2.0,2.0,0.0,1.0,,,,,,,,
0,0,0,1,0,2026-08-28,011,0,lg-eng,5.0,1,1,,,负（A级）,1.0,4.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-28,014,0,lg-laliga,1.0,1,1,,,平/主胜（B级）,1.0,0.0,1.0,1.0,,,,,,,,
0,1,0,1,0,2026-08-29,001,0,lg-j1,2.0,0,1,,,负（A级）,1.0,1.0,0.0,0.0,,,,,,,,
0,1,1,1,0,2026-08-29,002,0,lg-j1,1.0,1,1,,,客胜（B级）,0.0,1.0,2.0,0.0,,,,,,,,
0,1,1,1,0,2026-08-29,004,0,lg-k1,4.0,1,1,,,主胜/平（B级）,3.0,1.0,1.0,0.0,,,,,,,,
1,0,1,0,0,2026-08-29,006,0,lg-eng,4.0,1,0,,,主胜/平（B级）,2.0,2.0,0.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-29,009,0,lg-bundes,5.0,0,0,,,客胜/平（B级）,3.0,2.0,1.0,1.0,,,,,,,,
0,0,0,0,0,2026-08-29,010,0,lg-bundes,3.0,1,1,,,主胜/平（B级）,3.0,0.0,1.0,1.0,,,,,,,,
1,0,0,0,0,2026-08-29,011,0,lg-bundes,6.0,1,0,,,主胜/平（B级）,3.0,3.0,0.0,2.0,,,,,,,,
1,0,0,0,0,2026-08-29,012,0,lg-bundes,5.0,1,0,,,主胜/平（B级）,3.0,2.0,1.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-29,013,0,lg-bundes,0.0,0,0,,,主胜（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,1,0,0,2026-08-29,014,0,lg-eng,1.0,0,0,,,主胜/平（B级）,0.0,1.0,2.0,0.0,,,,,,,,
1,0,0,0,0,2026-08-29,015,0,lg-eng,2.0,1,0,,,主胜/平（B级）,1.0,1.0,0.0,1.0,,,,,,,,
0,0,0,0,0,2026-08-29,016,0,lg-laliga,7.0,0,1,,,客胜（B级）,5.0,2.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-29,017,0,lg-ligue1,3.0,0,0,,,客胜（A级）,2.0,1.0,1.0,2.0,,4.0,,,,,,
1,0,0,0,0,2026-08-29,019,0,lg-eng,2.0,1,1,,,客胜/平（B级）,0.0,2.0,2.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-29,020,0,lg-bundes,2.0,1,1,,,主胜（B级）,2.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-29,021,0,lg-sa,5.0,0,0,,,主胜/平（B级）,2.0,3.0,2.0,2.0,,,,,,,,
0,0,0,0,0,2026-08-29,022,0,lg-sa,3.0,0,0,,,主胜（A级）,0.0,3.0,2.0,2.0,,,,,,,,
1,0,1,0,0,2026-08-29,023,0,lg-sa,3.0,0,0,,,客胜（A级）,2.0,1.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-29,025,0,lg-laliga,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-29,027,0,lg-sa,2.0,1,1,,,主胜（A级）,2.0,0.0,1.0,0.0,,,,,,,,
1,1,0,0,0,2026-08-29,028,0,lg-laliga,4.0,0,0,,,主胜/平（B级）,1.0,3.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-30,002,0,lg-k1,4.0,0,0,,,平/负（B级）,3.0,1.0,1.0,1.0,,,,,,,,
1,0,1,0,0,2026-08-30,003,0,lg-k1,2.0,1,1,,,平/主胜（B级）,1.0,1.0,0.0,0.0,,,,,,,,
0,0,1,1,0,2026-08-30,005,0,lg-swe,5.0,0,0,,,客胜/平（B级）,3.0,2.0,1.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-30,007,0,lg-nor,6.0,1,0,,,主胜/平（B级）,4.0,2.0,1.0,2.0,,,,,,,,
1,0,1,1,0,2026-08-30,008,0,lg-eng,1.0,0,0,,,客胜/平（B级）,1.0,0.0,1.0,0.0,,,,,,,,
0,0,0,0,0,2026-08-30,009,0,lg-eng,2.0,1,0,,,客胜/平（B级）,1.0,1.0,0.0,2.0,,,,,,,,
0,0,0,1,0,2026-08-30,010,0,lg-ligue1,3.0,1,1,,,主胜/平（B级）,3.0,0.0,1.0,1.0,,,,,,,,
1,0,0,0,0,2026-08-30,011,0,lg-bundes,5.0,1,1,,,主胜/平（B级）,4.0,1.0,1.0,1.0,,,,,,,,
1,0,0,1,0,2026-08-30,013,0,lg-laliga,4.0,1,1,,,主胜（A级）,4.0,0.0,1.0,1.0,,,,,,,,
1,0,0,0,0,2026-08-30,014,0,lg-eng,7.0,1,1,,,主胜/平（B级）,5.0,2.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-30,015,0,lg-bundes,3.0,1,1,,,主胜/平（B级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-08-30,016,0,lg-sa,3.0,0,0,,,主胜/平（B级）,1.0,2.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-08-30,017,0,lg-laliga,4.0,1,1,0.0,,主胜/平（B级）,3.0,1.0,1.0,1.0,,,,,,,,
1,0,0,1,0,2026-08-30,019,0,lg-sa,1.0,1,1,0.0,,主胜（A级）,1.0,0.0,1.0,1.0,,,,,,,,
1,0,1,1,0,2026-08-30,020,0,lg-sa,1.0,1,1,0.0,,客胜（A级）,0.0,1.0,2.0,2.0,,,,,,,,
1,0,1,0,0,2026-08-30,021,0,lg-ligue1,2.0,1,1,1.0,,主胜/平（B级）,2.0,0.0,1.0,1.0,,,,,,,,
1,0,1,0,0,2026-08-30,022,0,lg-bras,3.0,1,1,1.0,,主胜/平（B级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,1,1,0,2026-08-30,023,0,lg-laliga,2.0,0,0,1.0,,主胜/平（B级）,0.0,2.0,2.0,2.0,,,,,,,,
0,0,1,1,0,2026-08-31,001,0,lg-fin,1.0,0,0,,,平/客胜（B级）,1.0,0.0,1.0,0.0,,,,,,,,
0,1,1,1,0,2026-08-31,002,0,lg-fin,2.0,1,1,,,主胜/平（B级）,1.0,1.0,0.0,0.0,,,,,,,,
0,1,1,1,0,2026-08-31,003,0,lg-sa,4.0,1,1,,,客胜/平（B级）,0.0,4.0,2.0,2.0,,,,,,,,
1,1,0,1,0,2026-08-31,004,0,lg-swe,4.0,1,1,,,主胜/平（B级）,4.0,0.0,1.0,1.0,,,,,,,,
0,1,1,1,0,2026-08-31,005,0,lg-swe,1.0,0,0,,,主胜/平（B级）,0.0,1.0,2.0,2.0,,,6.0,,,,,
0,0,1,0,0,2026-08-31,006,0,lg-laliga,1.0,1,1,,,平/主胜（B级）,1.0,0.0,1.0,1.0,,1.0,,,,,,
1,0,0,1,0,2026-08-31,007,0,lg-sa,1.0,1,1,,,主胜/平（B级）,1.0,0.0,1.0,0.0,,,,,,,,
0,0,0,1,0,2026-08-31,009,0,lg-eng,1.0,1,1,,,客胜（A级）,0.0,1.0,2.0,0.0,,,,,,,,
0,1,1,0,0,2026-08-31,010,0,lg-prime,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,1.0,,,,,,,,
1,1,1,1,0,2026-08-31,012,0,lg-laliga,7.0,1,1,,,主胜（A级）,5.0,2.0,1.0,1.0,0.0,7.0,3.0,,,,,
0,1,1,1,0,2026-09-01,001,0,lg-spl,3.0,1,1,1.0,,主胜/平（B级）,3.0,0.0,1.0,1.0,,,,,,,,
0,0,1,0,0,2026-09-01,002,0,lg-champ,2.0,1,1,0.0,,主胜/平（B级）,2.0,0.0,1.0,1.0,,,,,,,,
0,1,0,1,0,2026-09-01,003,0,lg-champ,6.0,1,1,0.0,,主胜/平（B级）,4.0,2.0,1.0,1.0,,1.0,,,,,,
0,0,1,1,0,2026-09-01,004,0,lg-champ,2.0,1,0,1.0,,平/客胜（B级）,0.0,2.0,2.0,2.0,,,,,,,,
0,0,1,1,0,2026-09-01,005,0,lg-champ,0.0,1,1,0.0,,主胜/平（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,1,0,0,2026-09-01,006,0,lg-champ,4.0,0,0,,,主胜/平（B级）,1.0,3.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-09-01,007,0,lg-champ,5.0,1,1,0.0,,主胜/平（B级）,3.0,2.0,1.0,0.0,,,,,,,,
1,1,0,1,0,2026-09-01,008,0,lg-champ,2.0,0,0,0.0,,客胜（A级）,1.0,1.0,0.0,2.0,,,,,,,,
0,1,1,0,0,2026-09-01,009,0,lg-champ,1.0,0,0,,,客胜/平（B级）,1.0,0.0,1.0,1.0,,,,,,,,
1,0,1,0,0,2026-09-01,010,0,lg-sa,1.0,0,0,,,主胜/平（B级）,0.0,1.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-09-02,001,0,lg-j1,2.0,1,1,,,客胜/平（B级）,0.0,2.0,2.0,2.0,,,,,,,,
0,0,1,1,0,2026-09-02,002,0,lg-j1,2.0,0,0,,,平/客胜（B级）,2.0,0.0,1.0,1.0,,,,,,,,
0,0,1,1,0,2026-09-02,003,0,lg-j1,6.0,0,0,,,客胜（A级）,4.0,2.0,1.0,1.0,,2.0,,,,,,
0,0,1,1,0,2026-09-02,004,0,lg-j1,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,0.0,,12.0,,,,,,
1,1,1,1,0,2026-09-02,005,0,lg-sa,2.0,1,1,,,主胜/平（B级）,1.0,1.0,0.0,0.0,,,5.0,,,,,
0,1,1,0,0,2026-09-02,006,0,lg-sa,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,0.0,,,,,,,,
0,1,1,0,0,2026-09-02,007,0,lg-champ,3.0,0,0,,,主胜/平（B级）,0.0,3.0,2.0,2.0,,,,,,,,
0,1,1,1,0,2026-09-02,008,0,lg-champ,2.0,1,1,,,平/客胜（B级）,1.0,1.0,0.0,0.0,,1.0,,,,,,
0,0,1,0,0,2026-09-02,009,0,lg-champ,3.0,1,1,,,主胜/平（B级）,2.0,1.0,1.0,1.0,,2.0,3.0,,,,,
0,0,1,1,0,2026-09-02,010,0,lg-dfb,5.0,1,1,,,客胜（B级）,1.0,4.0,2.0,2.0,,,,,,,,
0,0,1,0,0,2026-09-02,011,0,lg-champ,2.0,1,0,,,客胜/平（B级）,1.0,1.0,0.0,2.0,,1.0,,,,,,
0,0,1,0,0,2026-09-02,012,0,lg-bras,2.0,1,1,,,主胜/平（B级）,2.0,0.0,1.0,1.0,,,,,,,,
0,0,1,1,0,2026-09-02,013,0,lg-bras,0.0,1,1,,,主胜/平（B级）,0.0,0.0,0.0,0.0,,,,,,,,
0,0,1,1,0,2026-09-03,001,0,lg-spl,4.0,1,1,,3.6,客胜/平（B级）,2.0,2.0,0.0,0.0,0.0,1.0,,,,,,
0,0,1,1,0,2026-09-03,002,0,lg-spl,3.0,1,1,,2.05,主胜/平（B级）,3.0,0.0,1.0,1.0,0.0,,,,,,,
0,1,1,1,0,2026-09-03,003,0,lg-swe,2.0,1,1,,3.9,客胜/平（B级）,0.0,2.0,2.0,0.0,73.0,0.0,,,,,,
0,0,1,1,0,2026-09-03,004,0,lg-spl,2.0,1,1,,3.7,客胜/平（B级）,0.0,2.0,2.0,0.0,0.0,,,,,,,
0,0,1,1,0,2026-09-03,005,0,lg-ligue1,1.0,1,1,,2.95,客胜（B级）,0.0,1.0,2.0,0.0,0.0,4.0,,,,,,
0,0,1,1,0,2026-09-03,006,0,lg-laliga,0.0,1,1,,1.91,主胜/平（B级）,0.0,0.0,0.0,0.0,6.0,25.0,,,,,,
0,0,1,1,0,2026-09-03,007,0,lg-bras,4.0,1,1,,1.6,主胜/平（B级）,3.0,1.0,1.0,1.0,40.0,0.0,,,,,,
0,0,1,1,0,2026-09-04,002,0,lg-ligue1,4.0,1,1,0.0,2.6,主胜/平（B级）,3.0,1.0,1.0,1.0,0.0,2.0,,,,,,
0,0,1,1,0,2026-09-04,003,0,lg-nor,3.0,1,1,1.0,,客胜（B级）,1.0,2.0,2.0,2.0,2.0,0.0,,,,,,
0,0,1,1,0,2026-09-04,004,0,lg-spl,2.0,1,1,0.0,3.9,客胜（B级）,0.0,2.0,2.0,0.0,0.0,5.0,,,,,,
1,0,1,0,0,2026-09-04,006,0,lg-ered,4.0,1,1,0.0,2.5,主胜/平（B级）,2.0,2.0,0.0,0.0,1.0,7.0,,1.75,1.75,1.0,2.0,
1,0,1,0,0,2026-09-04,008,0,lg-bundes,5.0,0,1,0.0,2.8,客胜/平（B级）,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,
1,0,1,0,0,2026-09-04,009,0,lg-sa,5.0,1,1,0.0,2.3,客胜/平（B级）,1.0,4.0,2.0,2.0,5.0,1.0,,,,,,
0,0,1,0,0,2026-09-04,010,0,lg-eng,2.0,1,1,0.0,,客胜/平（B级）,0.0,2.0,2.0,2.0,0.0,1.0,,2.0,2.0,1.0,2.0,
1,0,1,0,0,2026-09-04,011,0,lg-laliga,1.0,0,0,0.0,,客胜/平（B级）,1.0,0.0,1.0,0.0,3.0,1.0,,,,,,
1,0,1,0,0,2026-09-04,012,0,lg-ligue1,3.0,0,0,1.0,,主胜/平（B级）,1.0,2.0,2.0,1.0,3.0,,,1.0,2.0,1.5,0.5,
0,0,1,1,0,2026-09-04,013,0,lg-prime,3.0,1,1,1.0,,主胜（A级）,2.0,1.0,1.0,0.0,3.0,0.0,,,,,,
0,0,1,0,0,2026-09-05,001,0,lg-j1,2.0,1,1,1.0,2.6,客胜/平（B级）,1.0,1.0,0.0,0.0,3.0,,,2.0,2.0,2.25,1.25,
1,0,1,0,0,2026-09-05,002,0,lg-j2,3.0,0,0,1.0,2.4,主胜（B级）,1.0,2.0,2.0,2.0,0.0,5.0,,2.0,1.2,1.2,1.8,
1,1,1,0,0,2026-09-05,003,0,lg-k1,0.0,0,0,0.0,2.5,客胜（B级）,0.0,0.0,0.0,0.0,37.0,0.0,,1.25,0.75,1.5,0.75,
1,0,1,0,0,2026-09-05,004,0,lg-eng,4.0,1,0,0.0,2.0,客胜/平（B级）,2.0,2.0,0.0,2.0,1.0,3.0,,2.0,1.0,0.5,1.0,
0,0,1,0,0,2026-09-05,005,0,lg-champ,2.0,1,0,1.0,2.4,客胜/平（B级）,1.0,1.0,0.0,2.0,0.0,1.0,,0.75,1.25,0.5,1.5,
1,1,1,0,0,2026-09-05,006,0,lg-sa,3.0,0,0,0.0,1.6,主胜/平（B级）,1.0,2.0,2.0,0.0,0.0,6.0,,0.0,3.5,0.67,1.67,
0,0,1,0,0,2026-09-05,007,0,lg-bundes,7.0,0,0,0.0,3.0,主胜/平（B级）,3.0,4.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,
1,0,1,0,0,2026-09-05,008,0,lg-bundes,4.0,0,0,1.0,2.8,客胜/平（B级）,3.0,1.0,1.0,1.0,0.0,2.0,,1.0,4.0,3.0,0.0,
1,0,1,1,0,2026-09-05,009,0,lg-bundes,1.0,1,1,0.0,3.5,客胜/平（B级）,0.0,1.0,2.0,2.0,0.0,3.0,,,,,,
1,0,1,0,0,2026-09-05,010,0,lg-bundes,5.0,1,0,0.0,2.9,客胜/平（B级）,2.0,3.0,2.0,1.0,0.0,,,,,,,
